transaction_id,date,product_name,category,quantity,unit_price,payment_type
TXN10413,30/08/2025,Paracetamol 500mg,PAIN RELIEF,1,£1.07,NHS Prescription
TXN11171,01-Apr-2025,CETIRIZINE 10MG,ALLERGY,1,£1.29,NHS Prescription
TXN10017,11-Feb-2025,metformin 500mg,Diabetes,1,2.05,  OTC Sale 
TXN10203,10/07/2025,Vitamin D 1000IU,Supplements,1,3.42,PRIVATE PRESCRIPTION
TXN10003,2025-12-05,  Paracetamol 500mg ,Pain Relief,2,1.19,Private Prescription
TXN10035,2025-07-19,SALBUTAMOL INHALER,Respiratory,3,7.03,Private Prescription
TXN11092,16/12/2025,Metformin 500mg,Diabetes,1,£2.06,OTC Sale
TXN11077,2025-04-21,Vitamin D 1000IU,Supplements,1,£3.74,Private Prescription
TXN10928,06/07/2025,Vitamin D 1000IU,Supplements,1,3.54,OTC Sale
TXN10956,06-Nov-2025,LORATADINE 10MG,Allergy,1,1.27,private prescription
TXN10316,2025-01-31,  Amoxicillin 250mg ,Antibiotics,2,3.34,PRIVATE PRESCRIPTION
TXN11009,2025-01-12,Atorvastatin 20mg,  Cardiovascular ,1,2.67,Private Prescription
TXN10817,2025-12-02,Ibuprofen 200mg,,2,1.45,Private Prescription
TXN10141,23-Apr-2025,Omeprazole 20mg,Gastro,1,£2.31,NHS Prescription
TXN10563,24/06/2025,Atorvastatin 20mg,CARDIOVASCULAR,1,2.98,Private Prescription
TXN10431,20/08/2025,cetirizine 10mg,ALLERGY,1,1.32,NHS PRESCRIPTION
TXN10282,2025-01-06,Loratadine 10mg,  Allergy ,3,1.24,private prescription
TXN10494,2025-11-26,PARACETAMOL 500MG,pain relief,1,1.06,NHS Prescription
TXN10975,31-Mar-2025,Salbutamol Inhaler,Respiratory,1,£6.51,  OTC Sale 
TXN10522,2025-09-13,Vitamin D 1000IU,SUPPLEMENTS,1,3.81,OTC Sale
TXN10603,12-Aug-2025,Metformin 500mg,Diabetes,1,£1.83,Private Prescription
TXN10087,17-Jun-2025,cetirizine 10mg,Allergy,1,£1.22,OTC SALE
TXN10249,08/09/2025,loratadine 10mg,ALLERGY,2,1.41,NHS PRESCRIPTION
TXN10326,23/11/2025,ibuprofen 200mg,PAIN RELIEF,2,£1.51,NHS Prescription
TXN11189,01/11/2025,VITAMIN D 1000IU,  Supplements ,1,3.85,OTC SALE
TXN10566,2025-02-17,CETIRIZINE 10MG,Allergy,1,1.19,Private Prescription
TXN10240,2025-10-15,Loratadine 10mg,Allergy,1,1.37,  OTC Sale 
TXN10063,2025-11-17,Loratadine 10mg,Allergy,3,1.25,NHS Prescription
TXN10295,2025-02-13,Cetirizine 10mg,Allergy,1,£1.35,private prescription
TXN10095,2025-11-20,Paracetamol 500mg,Pain Relief,1,£1.14,OTC Sale
TXN10392,02-Aug-2025,LORATADINE 10MG,Allergy,1,£1.26,NHS PRESCRIPTION
TXN11005,19-May-2025,vitamin d 1000iu,supplements,1,£3.54,Private Prescription
TXN11198,30-May-2025,Amoxicillin 250mg,Antibiotics,1,3.24,Private Prescription
TXN10302,21-Feb-2025,Amoxicillin 250mg,Antibiotics,,3.42,NHS Prescription
TXN11166,17-Feb-2025,Vitamin D 1000IU,SUPPLEMENTS,2,3.41,OTC Sale
TXN11180,22/09/2025,Paracetamol 500mg,Pain Relief,2,£1.12,OTC SALE
TXN10011,24/07/2025,CETIRIZINE 10MG,,2,£1.28,NHS PRESCRIPTION
TXN11098,2025-02-27,Salbutamol Inhaler,Respiratory,1,£7.08,OTC SALE
TXN10850,15/08/2025,ibuprofen 200mg,Pain Relief,2,1.42,Private Prescription
TXN10725,17-Oct-2025,Cetirizine 10mg,allergy,2,1.21,PRIVATE PRESCRIPTION
TXN10571,21/05/2025,Amoxicillin 250mg,Antibiotics,1,3.07,NHS Prescription
TXN11088,10-May-2025,Salbutamol Inhaler,Respiratory,1,£6.69,NHS Prescription
TXN10646,17/11/2025,Paracetamol 500mg,Pain Relief,2,£1.2,OTC Sale
TXN10520,30/04/2025,Vitamin D 1000IU,supplements,1,3.75,Private Prescription
TXN10937,27/01/2025,  Amoxicillin 250mg ,Antibiotics,1,3.26,NHS PRESCRIPTION
TXN10046,11-Jun-2025,Omeprazole 20mg,Gastro,2,£2.21,NHS Prescription
TXN10117,06-Mar-2025,Ibuprofen 200mg,Pain Relief,2,£1.53,NHS Prescription
TXN10839,2025-08-23,Ibuprofen 200mg,Pain Relief,2,1.45,NHS Prescription
TXN10444,2025-11-24,Cetirizine 10mg,ALLERGY,1,1.35,NHS Prescription
TXN10921,2025-04-18,Omeprazole 20mg,gastro,1,2.04,NHS Prescription
TXN11121,2025-02-04,Cetirizine 10mg,allergy,1,£1.2,Private Prescription
TXN11130,04/10/2025,Loratadine 10mg,allergy,3,£1.31,OTC Sale
TXN11183,2025-12-10,Omeprazole 20mg,Gastro,2,2.25,NHS Prescription
TXN10016,05-Dec-2025,METFORMIN 500MG,DIABETES,1,2.08,otc sale
TXN10002,2025-06-26,LORATADINE 10MG,Allergy,1,£1.32,NHS Prescription
TXN10706,2025-04-23,amoxicillin 250mg,antibiotics,1,£3.34,OTC SALE
TXN10825,2025-05-22,AMOXICILLIN 250MG,Antibiotics,2,3.48,Private Prescription
TXN10189,2025-09-06,VITAMIN D 1000IU,supplements,3,3.35,private prescription
TXN10796,20-Apr-2025,Vitamin D 1000IU,  Supplements ,3,3.7,OTC Sale
TXN11123,09/03/2025,Loratadine 10mg,Allergy,1,£1.3,OTC Sale
TXN10045,2025-12-21,Salbutamol Inhaler,Respiratory,1,6.64,NHS PRESCRIPTION
TXN10124,25/05/2025,Paracetamol 500mg,Pain Relief,1,£1.16,PRIVATE PRESCRIPTION
TXN10882,13/03/2025,Salbutamol Inhaler,Respiratory,1,7.12,PRIVATE PRESCRIPTION
TXN10171,21-Dec-2025,  Cetirizine 10mg ,allergy,2,1.26,Private Prescription
TXN10217,2025-10-18,Loratadine 10mg,ALLERGY,1,1.4,NHS Prescription
TXN11051,11/06/2025,Paracetamol 500mg,Pain Relief,1,1.14,NHS Prescription
TXN10972,23/07/2025,Ibuprofen 200mg,PAIN RELIEF,1,1.47,Private Prescription
TXN11091,2025-07-19,Paracetamol 500mg,PAIN RELIEF,3,1.07,OTC Sale
TXN10794,09-Dec-2025,VITAMIN D 1000IU,Supplements,-1,£3.45,NHS PRESCRIPTION
TXN11065,13-Aug-2025,Omeprazole 20mg,GASTRO,1,£2.15,OTC SALE
TXN10855,04-Dec-2025,Paracetamol 500mg,PAIN RELIEF,2,£1.13,Private Prescription
TXN11146,06-Nov-2025,Paracetamol 500mg,Pain Relief,-2,£1.1,Private Prescription
TXN10580,22-Nov-2025,Amoxicillin 250mg,Antibiotics,4,£3.07,nhs prescription
TXN11113,06/12/2025,Salbutamol Inhaler,RESPIRATORY,4,6.73,OTC SALE
TXN10401,16-Mar-2025,  Cetirizine 10mg ,Allergy,3,1.36,Private Prescription
TXN10030,04/12/2025,Amoxicillin 250mg,antibiotics,1,£3.34,Private Prescription
TXN10511,09/11/2025,Vitamin D 1000IU,  Supplements ,2,3.38,OTC Sale
TXN10562,2025-12-02,vitamin d 1000iu,supplements,1,£3.72,OTC Sale
TXN10675,2025-06-13,Omeprazole 20mg,gastro,1,,OTC Sale
TXN10661,29/08/2025,cetirizine 10mg,ALLERGY,2,£1.31,NHS Prescription
TXN10115,05-Oct-2025,metformin 500mg,diabetes,3,2.01,NHS Prescription
TXN10154,27/08/2025,Atorvastatin 20mg,Cardiovascular,2,£2.98,Private Prescription
TXN10105,01-Jan-2025,Salbutamol Inhaler,Respiratory,1,6.36,OTC SALE
TXN11193,2025-09-25,Loratadine 10mg,,2,1.43,Private Prescription
TXN10243,31/05/2025,Amoxicillin 250mg,Antibiotics,1,3.39,Private Prescription
TXN10241,22-Sep-2025,  Amoxicillin 250mg ,ANTIBIOTICS,3,3.43,Private Prescription
TXN10533,11-Jul-2025,Amoxicillin 250mg,,4,3.3,Private Prescription
TXN10166,2025-10-11,Loratadine 10mg,Allergy,1,£1.4,OTC Sale
TXN10718,2025-08-27,Amoxicillin 250mg,  Antibiotics ,1,3.34,OTC SALE
TXN10606,2025-06-08,Loratadine 10mg,  Allergy ,4,1.43,private prescription
TXN11179,04/03/2025,METFORMIN 500MG,Diabetes,1,2.01,OTC SALE
TXN10664,2025-11-28,LORATADINE 10MG,Allergy,1,1.25,private prescription
TXN11064,08-Jan-2025,salbutamol inhaler,Respiratory,2,£6.75,private prescription
TXN10944,2025-03-25,omeprazole 20mg,Gastro,2,,  OTC Sale 
TXN10135,2025-07-28,Amoxicillin 250mg,Antibiotics,3,£3.27,OTC Sale
TXN10896,2025-01-14,Cetirizine 10mg,ALLERGY,1,,OTC Sale
TXN10912,2025-02-23,Atorvastatin 20mg,Cardiovascular,1,2.79,Private Prescription
TXN10258,23-Oct-2025,Metformin 500mg,Diabetes,1,2.05,OTC Sale
TXN10390,2025-02-15,LORATADINE 10MG,Allergy,,£1.31,PRIVATE PRESCRIPTION
TXN10553,12-Apr-2025,paracetamol 500mg,pain relief,1,£1.09,OTC SALE
TXN10612,2025-05-21,Salbutamol Inhaler,respiratory,2,£6.29,  Private Prescription 
TXN11144,07-Jul-2025,AMOXICILLIN 250MG,Antibiotics,3,,  OTC Sale 
TXN10037,31/10/2025,SALBUTAMOL INHALER,respiratory,2,6.59,  Private Prescription 
TXN10904,18-Feb-2025,Ibuprofen 200mg,pain relief,1,1.46,Private Prescription
TXN10385,01-Sep-2025,Ibuprofen 200mg,Pain Relief,1,1.41,OTC Sale
TXN10900,13-Nov-2025,Atorvastatin 20mg,Cardiovascular,1,£3.06,NHS Prescription
TXN10140,21-Dec-2025,Loratadine 10mg,Allergy,1,1.29,Private Prescription
TXN10697,2025-06-18,  Paracetamol 500mg ,pain relief,1,1.19,OTC SALE
TXN10460,2025-06-05,Amoxicillin 250mg,Antibiotics,2,3.36,Private Prescription
TXN10280,04/01/2025,Metformin 500mg,  Diabetes ,2,£2.02,Private Prescription
TXN10107,07-Oct-2025,Loratadine 10mg,ALLERGY,2,1.39,  NHS Prescription 
TXN10934,2025-07-15,Amoxicillin 250mg,antibiotics,1,3.05,OTC Sale
TXN10136,2025-03-31,Paracetamol 500mg,Pain Relief,3,1.2,NHS PRESCRIPTION
TXN11117,11/02/2025,IBUPROFEN 200MG,Pain Relief,1,1.56,Private Prescription
TXN11043,2025-08-02,Metformin 500mg,Diabetes,1,2.03,  OTC Sale 
TXN10981,2025-08-20,Cetirizine 10mg,  Allergy ,1,1.26,OTC Sale
TXN10322,24-Dec-2025,Amoxicillin 250mg,Antibiotics,1,3.34,NHS Prescription
TXN10313,12/12/2025,Paracetamol 500mg,Pain Relief,1,1.1,Private Prescription
TXN10829,17-Oct-2025,Loratadine 10mg,Allergy,1,£1.38,NHS PRESCRIPTION
TXN10613,31/10/2025,IBUPROFEN 200MG,Pain Relief,1,£1.53,OTC SALE
TXN10707,24-Feb-2025,Atorvastatin 20mg,CARDIOVASCULAR,1,£2.74,nhs prescription
TXN10158,2025-01-04,PARACETAMOL 500MG,Pain Relief,1,£1.13,NHS Prescription
TXN10786,25-Sep-2025,Atorvastatin 20mg,Cardiovascular,2,2.87,  NHS Prescription 
TXN10540,19-Oct-2025,Cetirizine 10mg,Allergy,1,1.31,OTC Sale
TXN11083,2025-06-30,  Amoxicillin 250mg ,Antibiotics,1,3.48,  Private Prescription 
TXN10784,2025-05-26,Atorvastatin 20mg,Cardiovascular,1,,NHS Prescription
TXN10593,26-Sep-2025,SALBUTAMOL INHALER,Respiratory,2,£6.34,nhs prescription
TXN10581,05/03/2025,Vitamin D 1000IU,supplements,1,£3.45,OTC Sale
TXN10637,07-Aug-2025,Metformin 500mg,DIABETES,1,1.91,OTC Sale
TXN10815,08/07/2025,Omeprazole 20mg,gastro,1,2.19,Private Prescription
TXN11076,17-May-2025,Amoxicillin 250mg,Antibiotics,2,3.29,OTC Sale
TXN10961,2025-02-11,Loratadine 10mg,allergy,1,£1.31,private prescription
TXN10676,22-Nov-2025,Cetirizine 10mg,allergy,1,£1.26,NHS PRESCRIPTION
TXN10524,2025-07-11,CETIRIZINE 10MG,Allergy,1,1.21,PRIVATE PRESCRIPTION
TXN10514,16-Dec-2025,Metformin 500mg,  Diabetes ,3,2.02,NHS Prescription
TXN10467,02/10/2025,Ibuprofen 200mg,Pain Relief,1,1.59,PRIVATE PRESCRIPTION
TXN10988,16-Oct-2025,Vitamin D 1000IU,Supplements,1,£3.69,Private Prescription
TXN10947,2025-04-27,Omeprazole 20mg,Gastro,1,2.12,private prescription
TXN10909,2025-03-21,Vitamin D 1000IU,Supplements,3,3.81,nhs prescription
TXN10610,2025-07-12,amoxicillin 250mg,Antibiotics,2,£3.07,NHS Prescription
TXN10659,05-May-2025,SALBUTAMOL INHALER,Respiratory,2,6.31,NHS Prescription
TXN10246,10-Jun-2025,Amoxicillin 250mg,Antibiotics,1,3.14,OTC Sale
TXN11033,19-Feb-2025,metformin 500mg,Diabetes,2,1.81,OTC Sale
TXN10685,01-Aug-2025,Paracetamol 500mg,Pain Relief,1,1.11,private prescription
TXN10743,04-Sep-2025,METFORMIN 500MG,Diabetes,1,1.84,NHS Prescription
TXN10666,10/04/2025,Metformin 500mg,Diabetes,2,2.08,NHS Prescription
TXN10702,03/10/2025,LORATADINE 10MG,  Allergy ,3,1.29,  Private Prescription 
TXN10911,22/10/2025,Vitamin D 1000IU,Supplements,1,£3.66,NHS Prescription
TXN10987,04-Jun-2025,Paracetamol 500mg,Pain Relief,1,1.14,OTC Sale
TXN11036,31/08/2025,Omeprazole 20mg,Gastro,1,£2.06,Private Prescription
TXN10565,2025-06-19,amoxicillin 250mg,Antibiotics,2,3.33,OTC Sale
TXN10721,09-Jun-2025,Vitamin D 1000IU,Supplements,1,3.49,Private Prescription
TXN10859,28/09/2025,Paracetamol 500mg,Pain Relief,3,1.05,Private Prescription
TXN11041,2025-08-31,Ibuprofen 200mg,  Pain Relief ,3,£1.51,NHS Prescription
TXN10634,2025-08-08,loratadine 10mg,Allergy,2,1.29,Private Prescription
TXN10617,07/11/2025,loratadine 10mg,Allergy,1,£1.36,NHS Prescription
TXN10861,27/08/2025,Cetirizine 10mg,Allergy,3,£1.22,Private Prescription
TXN10067,21-May-2025,Salbutamol Inhaler,Respiratory,1,£6.9,private prescription
TXN10704,05/09/2025,Loratadine 10mg,allergy,1,£1.37,nhs prescription
TXN11138,2025-07-21,metformin 500mg,Diabetes,1,1.91,Private Prescription
TXN10547,14-Nov-2025,Salbutamol Inhaler,RESPIRATORY,1,£6.83,NHS Prescription
TXN10215,2025-06-13,Paracetamol 500mg,Pain Relief,1,£1.17,otc sale
TXN10544,2025-10-31,Paracetamol 500mg,Pain Relief,3,1.09,OTC Sale
TXN10942,18/04/2025,Omeprazole 20mg,Gastro,2,£2.19,OTC Sale
TXN10437,23-Aug-2025,Amoxicillin 250mg,  Antibiotics ,1,3.3,OTC Sale
TXN10268,30-Dec-2025,Loratadine 10mg,Allergy,2,1.35,NHS Prescription
TXN11047,04/09/2025,Ibuprofen 200mg,Pain Relief,2,£1.45,OTC Sale
TXN10368,29-Jan-2025,  Amoxicillin 250mg ,ANTIBIOTICS,1,3.06,  OTC Sale 
TXN10686,2025-01-27,Salbutamol Inhaler,Respiratory,1,6.56,OTC SALE
TXN11048,2025-02-02,Ibuprofen 200mg,Pain Relief,1,1.55,PRIVATE PRESCRIPTION
TXN10891,22/05/2025,omeprazole 20mg,Gastro,2,2.22,Private Prescription
TXN10285,2025-06-18,Atorvastatin 20mg,  Cardiovascular ,2,2.72,OTC Sale
TXN10176,28/11/2025,Loratadine 10mg,Allergy,2,£1.43,otc sale
TXN10353,15-Oct-2025,atorvastatin 20mg,Cardiovascular,1,2.79,  OTC Sale 
TXN10949,2025-04-22,Amoxicillin 250mg,Antibiotics,1,£3.17,Private Prescription
TXN10827,07-Jan-2025,Metformin 500mg,diabetes,1,1.93,OTC Sale
TXN10913,2025-10-05,Vitamin D 1000IU,Supplements,2,£3.61,Private Prescription
TXN10293,2025-12-05,ibuprofen 200mg,Pain Relief,1,1.4,OTC Sale
TXN10517,12/04/2025,Salbutamol Inhaler,respiratory,1,6.56,Private Prescription
TXN10985,05-Feb-2025,Atorvastatin 20mg,,1,2.9,private prescription
TXN10451,2025-08-09,ATORVASTATIN 20MG,CARDIOVASCULAR,1,2.94,NHS Prescription
TXN10982,2025-12-14,Paracetamol 500mg,Pain Relief,4,£1.1,OTC Sale
TXN10309,28/05/2025,Omeprazole 20mg,Gastro,1,2.1,OTC Sale
TXN10070,23-Jun-2025,Cetirizine 10mg,Allergy,1,£1.33,PRIVATE PRESCRIPTION
TXN10527,26/03/2025,Ibuprofen 200mg,Pain Relief,1,1.53,OTC Sale
TXN11013,11/10/2025,Atorvastatin 20mg,  Cardiovascular ,2,£3.05,NHS Prescription
TXN10758,10/06/2025,Omeprazole 20mg,Gastro,2,2.24,OTC SALE
TXN10649,2025-04-07,VITAMIN D 1000IU,Supplements,1,3.56,Private Prescription
TXN10716,2025-11-24,Salbutamol Inhaler,respiratory,4,6.84,Private Prescription
TXN10036,05-Nov-2025,Metformin 500mg,diabetes,1,£1.94,OTC Sale
TXN10832,24-Jul-2025,Amoxicillin 250mg,Antibiotics,1,3.41,OTC SALE
TXN11079,28/01/2025,Amoxicillin 250mg,Antibiotics,1,£3.42,Private Prescription
TXN11040,11-Apr-2025,Vitamin D 1000IU,Supplements,2,3.35,Private Prescription
TXN10338,12/11/2025,Paracetamol 500mg,Pain Relief,1,£1.18,OTC Sale
TXN10938,06/01/2025,Vitamin D 1000IU,Supplements,1,£3.8,Private Prescription
TXN11134,25/07/2025,Metformin 500mg,Diabetes,1,2.02,OTC Sale
TXN10273,24/03/2025,amoxicillin 250mg,ANTIBIOTICS,-2,3.26,  OTC Sale 
TXN10148,25-Jul-2025,Paracetamol 500mg,Pain Relief,1,£1.19,OTC Sale
TXN11023,2025-05-22,Salbutamol Inhaler,Respiratory,1,£6.19,Private Prescription
TXN10558,2025-04-23,Omeprazole 20mg,Gastro,1,2.06,  NHS Prescription 
TXN10736,2025-11-19,Paracetamol 500mg,Pain Relief,1,£1.07,OTC Sale
TXN10902,19-Jun-2025,Cetirizine 10mg,Allergy,1,£1.36,Private Prescription
TXN10235,2025-09-06,Salbutamol Inhaler,Respiratory,3,£6.68,nhs prescription
TXN10955,22/05/2025,Omeprazole 20mg,Gastro,1,£2.14,Private Prescription
TXN10623,21-Mar-2025,Metformin 500mg,Diabetes,1,£2.01,private prescription
TXN10989,04-Feb-2025,Salbutamol Inhaler,Respiratory,1,6.82,otc sale
TXN10033,07/08/2025,Metformin 500mg,Diabetes,1,2.05,PRIVATE PRESCRIPTION
TXN11186,21/10/2025,CETIRIZINE 10MG,Allergy,1,£1.32,OTC Sale
TXN10917,2025-07-29,  Cetirizine 10mg ,,1,1.24,PRIVATE PRESCRIPTION
TXN10833,12/03/2025,Omeprazole 20mg,Gastro,2,2.18,PRIVATE PRESCRIPTION
TXN10336,23/01/2025,Ibuprofen 200mg,Pain Relief,1,£1.4,PRIVATE PRESCRIPTION
TXN10261,19-Jan-2025,  Salbutamol Inhaler ,respiratory,1,6.95,Private Prescription
TXN10042,29-Dec-2025,Atorvastatin 20mg,Cardiovascular,1,£3.07,NHS Prescription
TXN10252,2025-03-02,Vitamin D 1000IU,Supplements,1,£3.43,OTC Sale
TXN10396,2025-10-01,Loratadine 10mg,  Allergy ,1,1.33,OTC Sale
TXN10802,09-Apr-2025,ibuprofen 200mg,pain relief,1,£1.42,  NHS Prescription 
TXN10621,13-Jul-2025,Omeprazole 20mg,Gastro,2,2.16,  OTC Sale 
TXN11016,2025-10-23,VITAMIN D 1000IU,,2,3.54,PRIVATE PRESCRIPTION
TXN11162,27/09/2025,Atorvastatin 20mg,Cardiovascular,2,2.96,OTC Sale
TXN10062,2025-01-08,Atorvastatin 20mg,Cardiovascular,1,2.72,OTC Sale
TXN10555,08-Apr-2025,amoxicillin 250mg,,1,3.19,  OTC Sale 
TXN11132,06-Nov-2025,  Paracetamol 500mg ,Pain Relief,2,1.21,OTC Sale
TXN10012,28-Apr-2025,Paracetamol 500mg,Pain Relief,3,£1.06,NHS Prescription
TXN10731,2025-07-19,Metformin 500mg,DIABETES,1,1.91,PRIVATE PRESCRIPTION
TXN10362,2025-05-30,  Omeprazole 20mg ,Gastro,1,2.26,OTC Sale
TXN10486,2025-11-02,Salbutamol Inhaler,Respiratory,1,6.23,OTC Sale
TXN10074,17-Jan-2025,Cetirizine 10mg,Allergy,1,£1.23,NHS Prescription
TXN10844,27-Apr-2025,METFORMIN 500MG,Diabetes,1,1.98,NHS Prescription
TXN10701,25/11/2025,ATORVASTATIN 20MG,Cardiovascular,2,£2.7,nhs prescription
TXN10388,03-Nov-2025,Ibuprofen 200mg,Pain Relief,2,£1.56,OTC Sale
TXN10551,21/06/2025,Vitamin D 1000IU,Supplements,1,3.38,nhs prescription
TXN10568,2025-06-08,Omeprazole 20mg,Gastro,2,,NHS Prescription
TXN10196,2025-03-09,Loratadine 10mg,ALLERGY,3,1.31,NHS Prescription
TXN10031,2025-08-22,ibuprofen 200mg,PAIN RELIEF,3,£1.53,NHS Prescription
TXN10173,03-Dec-2025,Omeprazole 20mg,Gastro,1,2.01,  NHS Prescription 
TXN10501,22-Jul-2025,Paracetamol 500mg,Pain Relief,1,1.12,Private Prescription
TXN10170,21-Jul-2025,Cetirizine 10mg,,1,1.3,NHS Prescription
TXN10760,2025-04-10,cetirizine 10mg,Allergy,1,1.23,Private Prescription
TXN10694,21-Jul-2025,Cetirizine 10mg,Allergy,1,1.25,OTC SALE
TXN10656,17-Jul-2025,Amoxicillin 250mg,Antibiotics,1,3.37,Private Prescription
TXN10660,02/09/2025,IBUPROFEN 200MG,Pain Relief,3,£1.46,NHS Prescription
TXN10300,29-Jul-2025,Loratadine 10mg,  Allergy ,1,£1.35,Private Prescription
TXN11196,17/05/2025,Paracetamol 500mg,Pain Relief,1,1.06,otc sale
TXN10248,09/06/2025,  Loratadine 10mg ,Allergy,1,£1.29,OTC Sale
TXN10211,24/04/2025,Paracetamol 500mg,Pain Relief,1,1.16,OTC Sale
TXN11019,24-Nov-2025,Amoxicillin 250mg,  Antibiotics ,1,£3.26,NHS Prescription
TXN10407,22/04/2025,SALBUTAMOL INHALER,Respiratory,,£6.87,OTC Sale
TXN10792,2025-04-26,Metformin 500mg,Diabetes,2,1.88,OTC Sale
TXN10448,25/05/2025,metformin 500mg,diabetes,2,£2.07,OTC Sale
TXN10461,2025-10-07,Metformin 500mg,Diabetes,4,1.93,OTC Sale
TXN10086,26/02/2025,Salbutamol Inhaler,RESPIRATORY,2,£6.69,NHS Prescription
TXN10835,16/04/2025,Paracetamol 500mg,PAIN RELIEF,1,1.14,nhs prescription
TXN10751,2025-08-26,Metformin 500mg,diabetes,1,£1.95,OTC Sale
TXN10635,08-Dec-2025,Omeprazole 20mg,Gastro,1,2.25,NHS PRESCRIPTION
TXN10698,2025-12-16,SALBUTAMOL INHALER,RESPIRATORY,1,6.37,OTC Sale
TXN10503,08/04/2025,Metformin 500mg,Diabetes,1,,Private Prescription
TXN10748,28/02/2025,ATORVASTATIN 20MG,Cardiovascular,,£2.78,PRIVATE PRESCRIPTION
TXN10754,14/08/2025,Ibuprofen 200mg,Pain Relief,1,1.43,nhs prescription
TXN10783,09/06/2025,  Vitamin D 1000IU ,Supplements,1,3.48,Private Prescription
TXN10629,2025-11-26,CETIRIZINE 10MG,,2,1.27,NHS PRESCRIPTION
TXN10550,28/01/2025,Metformin 500mg,Diabetes,1,£1.99,Private Prescription
TXN10788,07/03/2025,SALBUTAMOL INHALER,respiratory,1,6.34,OTC Sale
TXN11026,01-Nov-2025,  Cetirizine 10mg ,Allergy,1,£1.28,PRIVATE PRESCRIPTION
TXN10458,13-Sep-2025,Salbutamol Inhaler,Respiratory,2,6.75,  OTC Sale 
TXN10730,2025-08-16,  Vitamin D 1000IU ,Supplements,3,3.4,Private Prescription
TXN10157,04/01/2025,Paracetamol 500mg,Pain Relief,1,£1.06,Private Prescription
TXN11158,21/03/2025,Amoxicillin 250mg,Antibiotics,4,3.14,  OTC Sale 
TXN10143,26-Oct-2025,Omeprazole 20mg,Gastro,1,2.25,NHS Prescription
TXN11096,27-Jul-2025,AMOXICILLIN 250MG,Antibiotics,1,3.46,Private Prescription
TXN10078,2025-01-23,Vitamin D 1000IU,SUPPLEMENTS,1,£3.83,NHS Prescription
TXN11112,16-Jun-2025,OMEPRAZOLE 20MG,Gastro,2,2.2,NHS Prescription
TXN10201,19/09/2025,Atorvastatin 20mg,CARDIOVASCULAR,1,,nhs prescription
TXN10149,04-Jun-2025,Omeprazole 20mg,Gastro,4,£2.13,PRIVATE PRESCRIPTION
TXN10757,2025-11-07,Loratadine 10mg,ALLERGY,1,1.36,NHS PRESCRIPTION
TXN10346,17/08/2025,SALBUTAMOL INHALER,Respiratory,1,6.6,NHS Prescription
TXN10478,02-Jun-2025,Omeprazole 20mg,,3,£2.13,Private Prescription
TXN10667,02/09/2025,Salbutamol Inhaler,Respiratory,3,6.33,OTC SALE
TXN10292,2025-06-26,loratadine 10mg,Allergy,2,1.24,Private Prescription
TXN10376,23-Jun-2025,PARACETAMOL 500MG,  Pain Relief ,2,£1.14,Private Prescription
TXN11149,21/12/2025,IBUPROFEN 200MG,Pain Relief,4,£1.58,NHS PRESCRIPTION
TXN10312,2025-01-28,Amoxicillin 250mg,Antibiotics,2,3.3,Private Prescription
TXN10260,2025-11-26,METFORMIN 500MG,  Diabetes ,1,1.94,NHS PRESCRIPTION
TXN10139,2025-12-09,Salbutamol Inhaler,  Respiratory ,1,£6.49,OTC SALE
TXN10692,04/03/2025,Cetirizine 10mg,allergy,2,1.28,OTC Sale
TXN10032,01/04/2025,Omeprazole 20mg,Gastro,1,£2.28,Private Prescription
TXN10048,03/09/2025,Atorvastatin 20mg,CARDIOVASCULAR,1,2.77,NHS Prescription
TXN10274,09-Oct-2025,VITAMIN D 1000IU,Supplements,1,3.6,NHS Prescription
TXN10924,2025-03-03,Vitamin D 1000IU,  Supplements ,2,£3.61,otc sale
TXN10996,2025-06-05,Loratadine 10mg,Allergy,2,1.4,OTC Sale
TXN11027,12/10/2025,Amoxicillin 250mg,Antibiotics,2,3.5,OTC Sale
TXN11170,19-Jan-2025,omeprazole 20mg,Gastro,1,2.1,NHS Prescription
TXN10899,2025-09-17,Ibuprofen 200mg,Pain Relief,1,£1.56,OTC Sale
TXN10332,27-Nov-2025,Loratadine 10mg,Allergy,2,£1.26,OTC Sale
TXN11001,02-Jan-2025,Salbutamol Inhaler,Respiratory,1,7.08,Private Prescription
TXN10238,13-Dec-2025,OMEPRAZOLE 20MG,Gastro,1,,Private Prescription
TXN10769,08/12/2025,Omeprazole 20mg,,1,2.26,NHS PRESCRIPTION
TXN10711,2025-12-25,Metformin 500mg,Diabetes,1,£2.06,OTC Sale
TXN11192,03/10/2025,Paracetamol 500mg,Pain Relief,2,1.2,NHS Prescription
TXN10687,20/07/2025,VITAMIN D 1000IU,Supplements,3,,OTC Sale
TXN11111,31/08/2025,Metformin 500mg,diabetes,1,2.02,NHS Prescription
TXN10977,2025-10-21,Amoxicillin 250mg,Antibiotics,4,£3.44,Private Prescription
TXN10317,2025-04-12,Vitamin D 1000IU,Supplements,1,3.42,  OTC Sale 
TXN10179,30/03/2025,  Vitamin D 1000IU ,SUPPLEMENTS,2,£3.65,Private Prescription
TXN10526,08-Dec-2025,Atorvastatin 20mg,Cardiovascular,1,2.7,Private Prescription
TXN10271,02-Aug-2025,Salbutamol Inhaler,Respiratory,1,£6.19,OTC Sale
