transaction_id,date,product_name,category,quantity,unit_price,payment_type,revenue,month,day_of_week
TXN10726,2025-06-04,Amoxicillin 250mg,Antibiotics,1,3.04,NHS Prescription,3.04,2025-06,Wednesday
TXN10987,2025-06-04,Paracetamol 500mg,Pain Relief,1,1.14,OTC Sale,1.14,2025-06,Wednesday
TXN10502,2025-06-04,Salbutamol Inhaler,Respiratory,1,6.28,OTC Sale,6.28,2025-06,Wednesday
TXN10104,2025-06-04,Omeprazole 20mg,Gastro,1,2.25,OTC Sale,2.25,2025-06,Wednesday
TXN10561,2025-06-04,Cetirizine 10mg,Allergy,2,1.3,Private Prescription,2.6,2025-06,Wednesday
TXN10149,2025-06-04,Omeprazole 20mg,Gastro,4,2.13,Private Prescription,8.52,2025-06,Wednesday
TXN10773,2025-06-05,Paracetamol 500mg,Pain Relief,1,1.08,NHS Prescription,1.08,2025-06,Thursday
TXN10719,2025-06-06,Atorvastatin 20mg,Cardiovascular,1,2.66,NHS Prescription,2.66,2025-06,Friday
TXN10350,2025-06-06,Ibuprofen 200mg,Pain Relief,1,1.54,OTC Sale,1.54,2025-06,Friday
TXN10870,2025-06-07,Amoxicillin 250mg,Antibiotics,2,3.14,Private Prescription,6.28,2025-06,Saturday
TXN10323,2025-06-07,Atorvastatin 20mg,Cardiovascular,1,2.66,Private Prescription,2.66,2025-06,Saturday
TXN10795,2025-06-08,Atorvastatin 20mg,Cardiovascular,1,2.98,OTC Sale,2.98,2025-06,Sunday
TXN10816,2025-06-08,Amoxicillin 250mg,Antibiotics,1,3.43,Private Prescription,3.43,2025-06,Sunday
TXN10798,2025-06-08,Vitamin D 1000IU,Supplements,1,3.46,OTC Sale,3.46,2025-06,Sunday
TXN10235,2025-06-09,Salbutamol Inhaler,Respiratory,3,6.68,NHS Prescription,20.04,2025-06,Monday
TXN10181,2025-06-09,Paracetamol 500mg,Pain Relief,1,1.14,NHS Prescription,1.14,2025-06,Monday
TXN10747,2025-06-09,Vitamin D 1000IU,Supplements,1,3.77,NHS Prescription,3.77,2025-06,Monday
TXN10783,2025-06-09,Vitamin D 1000IU,Supplements,1,3.48,Private Prescription,3.48,2025-06,Monday
TXN10596,2025-06-09,Cetirizine 10mg,Allergy,2,1.25,NHS Prescription,2.5,2025-06,Monday
TXN10248,2025-06-09,Loratadine 10mg,Allergy,1,1.29,OTC Sale,1.29,2025-06,Monday
TXN10505,2025-06-09,Salbutamol Inhaler,Respiratory,1,6.84,Private Prescription,6.84,2025-06,Monday
TXN10721,2025-06-09,Vitamin D 1000IU,Supplements,1,3.49,Private Prescription,3.49,2025-06,Monday
TXN10189,2025-06-09,Vitamin D 1000IU,Supplements,3,3.35,Private Prescription,10.05,2025-06,Monday
TXN10758,2025-06-10,Omeprazole 20mg,Gastro,2,2.24,OTC Sale,4.48,2025-06,Tuesday
TXN10246,2025-06-10,Amoxicillin 250mg,Antibiotics,1,3.14,OTC Sale,3.14,2025-06,Tuesday
TXN10473,2025-06-10,Ibuprofen 200mg,Pain Relief,1,1.59,NHS Prescription,1.59,2025-06,Tuesday
TXN10387,2025-06-10,Loratadine 10mg,Allergy,1,1.38,Private Prescription,1.38,2025-06,Tuesday
TXN10683,2025-06-10,Vitamin D 1000IU,Supplements,2,3.75,NHS Prescription,7.5,2025-06,Tuesday
TXN10670,2025-06-10,Atorvastatin 20mg,Cardiovascular,3,2.78,Private Prescription,8.34,2025-06,Tuesday
TXN10046,2025-06-11,Omeprazole 20mg,Gastro,2,2.21,NHS Prescription,4.42,2025-06,Wednesday
TXN11051,2025-06-11,Paracetamol 500mg,Pain Relief,1,1.14,NHS Prescription,1.14,2025-06,Wednesday
TXN10714,2025-06-12,Cetirizine 10mg,Allergy,1,1.34,NHS Prescription,1.34,2025-06,Thursday
TXN10208,2025-06-12,Loratadine 10mg,Allergy,1,1.27,Private Prescription,1.27,2025-06,Thursday
TXN10221,2025-06-12,Vitamin D 1000IU,Supplements,1,3.82,OTC Sale,3.82,2025-06,Thursday
TXN10127,2025-06-13,Vitamin D 1000IU,Supplements,1,3.77,Private Prescription,3.77,2025-06,Friday
TXN10675,2025-06-13,Omeprazole 20mg,Gastro,1,2.16,OTC Sale,2.16,2025-06,Friday
TXN10215,2025-06-13,Paracetamol 500mg,Pain Relief,1,1.17,OTC Sale,1.17,2025-06,Friday
TXN10430,2025-06-14,Omeprazole 20mg,Gastro,3,2.13,OTC Sale,6.39,2025-06,Saturday
TXN11118,2025-06-14,Ibuprofen 200mg,Pain Relief,1,1.57,OTC Sale,1.57,2025-06,Saturday
TXN10335,2025-06-14,Omeprazole 20mg,Gastro,2,2.12,NHS Prescription,4.24,2025-06,Saturday
TXN11124,2025-06-15,Vitamin D 1000IU,Supplements,1,3.59,NHS Prescription,3.59,2025-06,Sunday
TXN10466,2025-06-15,Salbutamol Inhaler,Respiratory,1,6.85,Private Prescription,6.85,2025-06,Sunday
TXN10633,2025-06-16,Amoxicillin 250mg,Antibiotics,1,3.3,OTC Sale,3.3,2025-06,Monday
TXN10776,2025-06-16,Atorvastatin 20mg,Cardiovascular,2,2.86,Private Prescription,5.72,2025-06,Monday
TXN11112,2025-06-16,Omeprazole 20mg,Gastro,2,2.2,NHS Prescription,4.4,2025-06,Monday
TXN10854,2025-06-16,Salbutamol Inhaler,Respiratory,1,6.38,Private Prescription,6.38,2025-06,Monday
TXN10087,2025-06-17,Cetirizine 10mg,Allergy,1,1.22,OTC Sale,1.22,2025-06,Tuesday
TXN10556,2025-06-17,Amoxicillin 250mg,Antibiotics,1,3.46,NHS Prescription,3.46,2025-06,Tuesday
TXN10968,2025-06-17,Salbutamol Inhaler,Respiratory,4,6.34,NHS Prescription,25.36,2025-06,Tuesday
TXN10076,2025-06-18,Omeprazole 20mg,Gastro,2,2.08,Private Prescription,4.16,2025-06,Wednesday
TXN10697,2025-06-18,Paracetamol 500mg,Pain Relief,1,1.19,OTC Sale,1.19,2025-06,Wednesday
TXN10285,2025-06-18,Atorvastatin 20mg,Cardiovascular,2,2.72,OTC Sale,5.44,2025-06,Wednesday
TXN10582,2025-06-18,Atorvastatin 20mg,Cardiovascular,1,2.98,NHS Prescription,2.98,2025-06,Wednesday
TXN10275,2025-06-19,Loratadine 10mg,Allergy,1,1.36,OTC Sale,1.36,2025-06,Thursday
TXN10902,2025-06-19,Cetirizine 10mg,Allergy,1,1.36,Private Prescription,1.36,2025-06,Thursday
TXN10565,2025-06-19,Amoxicillin 250mg,Antibiotics,2,3.33,OTC Sale,6.66,2025-06,Thursday
TXN10218,2025-06-19,Paracetamol 500mg,Pain Relief,1,1.16,OTC Sale,1.16,2025-06,Thursday
TXN10026,2025-06-19,Metformin 500mg,Diabetes,1,1.86,OTC Sale,1.86,2025-06,Thursday
TXN10801,2025-06-20,Paracetamol 500mg,Pain Relief,2,1.16,OTC Sale,2.32,2025-06,Friday
TXN10976,2025-06-20,Amoxicillin 250mg,Antibiotics,2,3.3,OTC Sale,6.6,2025-06,Friday
TXN10055,2025-06-20,Salbutamol Inhaler,Respiratory,2,6.5,Private Prescription,13.0,2025-06,Friday
TXN10479,2025-06-20,Salbutamol Inhaler,Respiratory,3,6.98,OTC Sale,20.94,2025-06,Friday
TXN10551,2025-06-21,Vitamin D 1000IU,Supplements,1,3.38,NHS Prescription,3.38,2025-06,Saturday
TXN10340,2025-06-22,Metformin 500mg,Diabetes,1,1.93,OTC Sale,1.93,2025-06,Sunday
TXN10412,2025-06-22,Paracetamol 500mg,Pain Relief,1,1.15,OTC Sale,1.15,2025-06,Sunday
TXN10810,2025-06-22,Vitamin D 1000IU,Supplements,2,3.83,NHS Prescription,7.66,2025-06,Sunday
TXN10264,2025-06-23,Omeprazole 20mg,Gastro,2,2.19,Private Prescription,4.38,2025-06,Monday
TXN10740,2025-06-23,Paracetamol 500mg,Pain Relief,1,1.17,Private Prescription,1.17,2025-06,Monday
TXN10070,2025-06-23,Cetirizine 10mg,Allergy,1,1.33,Private Prescription,1.33,2025-06,Monday
TXN10376,2025-06-23,Paracetamol 500mg,Pain Relief,2,1.14,Private Prescription,2.28,2025-06,Monday
TXN10554,2025-06-23,Ibuprofen 200mg,Pain Relief,1,1.55,NHS Prescription,1.55,2025-06,Monday
TXN10563,2025-06-24,Atorvastatin 20mg,Cardiovascular,1,2.98,Private Prescription,2.98,2025-06,Tuesday
TXN11053,2025-06-24,Cetirizine 10mg,Allergy,4,1.26,OTC Sale,5.04,2025-06,Tuesday
TXN10953,2025-06-24,Metformin 500mg,Diabetes,2,2.06,NHS Prescription,4.12,2025-06,Tuesday
TXN10677,2025-06-25,Salbutamol Inhaler,Respiratory,1,6.58,NHS Prescription,6.58,2025-06,Wednesday
TXN10842,2025-06-26,Amoxicillin 250mg,Antibiotics,1,3.19,OTC Sale,3.19,2025-06,Thursday
TXN10813,2025-06-26,Amoxicillin 250mg,Antibiotics,1,3.38,Private Prescription,3.38,2025-06,Thursday
TXN10516,2025-06-26,Loratadine 10mg,Allergy,2,1.35,OTC Sale,2.7,2025-06,Thursday
TXN10002,2025-06-26,Loratadine 10mg,Allergy,1,1.32,NHS Prescription,1.32,2025-06,Thursday
TXN10292,2025-06-26,Loratadine 10mg,Allergy,2,1.24,Private Prescription,2.48,2025-06,Thursday
TXN10525,2025-06-28,Metformin 500mg,Diabetes,3,1.97,OTC Sale,5.91,2025-06,Saturday
TXN10608,2025-06-28,Atorvastatin 20mg,Cardiovascular,1,2.78,NHS Prescription,2.78,2025-06,Saturday
TXN10491,2025-06-28,Ibuprofen 200mg,Pain Relief,1,1.5,OTC Sale,1.5,2025-06,Saturday
TXN10185,2025-06-29,Vitamin D 1000IU,Supplements,1,3.49,NHS Prescription,3.49,2025-06,Sunday
TXN10025,2025-06-29,Atorvastatin 20mg,Cardiovascular,2,2.75,Private Prescription,5.5,2025-06,Sunday
TXN10803,2025-06-29,Metformin 500mg,Diabetes,1,2.0,OTC Sale,2.0,2025-06,Sunday
TXN10559,2025-06-30,Metformin 500mg,Diabetes,1,1.95,Private Prescription,1.95,2025-06,Monday
TXN11083,2025-06-30,Amoxicillin 250mg,Antibiotics,1,3.48,Private Prescription,3.48,2025-06,Monday
TXN10696,2025-06-30,Metformin 500mg,Diabetes,1,1.9,NHS Prescription,1.9,2025-06,Monday
TXN10936,2025-07-01,Ibuprofen 200mg,Pain Relief,4,1.51,NHS Prescription,6.04,2025-07,Tuesday
TXN10863,2025-07-01,Vitamin D 1000IU,Supplements,1,3.43,NHS Prescription,3.43,2025-07,Tuesday
TXN10509,2025-07-02,Cetirizine 10mg,Allergy,1,1.36,Private Prescription,1.36,2025-07,Wednesday
TXN11172,2025-07-03,Salbutamol Inhaler,Respiratory,2,6.86,NHS Prescription,13.72,2025-07,Thursday
TXN10116,2025-07-04,Paracetamol 500mg,Pain Relief,1,1.21,Private Prescription,1.21,2025-07,Friday
TXN10649,2025-07-04,Vitamin D 1000IU,Supplements,1,3.56,Private Prescription,3.56,2025-07,Friday
TXN10433,2025-07-04,Cetirizine 10mg,Allergy,1,1.34,OTC Sale,1.34,2025-07,Friday
TXN10932,2025-07-05,Ibuprofen 200mg,Pain Relief,3,1.56,NHS Prescription,4.68,2025-07,Saturday
TXN11129,2025-07-06,Paracetamol 500mg,Pain Relief,1,1.15,OTC Sale,1.15,2025-07,Sunday
TXN10202,2025-07-06,Atorvastatin 20mg,Cardiovascular,3,3.06,Private Prescription,9.18,2025-07,Sunday
TXN10631,2025-07-06,Cetirizine 10mg,Allergy,3,1.24,OTC Sale,3.72,2025-07,Sunday
TXN10806,2025-07-06,Vitamin D 1000IU,Supplements,2,3.76,OTC Sale,7.52,2025-07,Sunday
TXN10928,2025-07-06,Vitamin D 1000IU,Supplements,1,3.54,OTC Sale,3.54,2025-07,Sunday
TXN10454,2025-07-07,Atorvastatin 20mg,Cardiovascular,1,2.71,Private Prescription,2.71,2025-07,Monday
TXN11144,2025-07-07,Amoxicillin 250mg,Antibiotics,3,3.3,OTC Sale,9.9,2025-07,Monday
TXN10113,2025-07-07,Metformin 500mg,Diabetes,1,2.08,Private Prescription,2.08,2025-07,Monday
TXN11062,2025-07-08,Ibuprofen 200mg,Pain Relief,4,1.49,OTC Sale,5.96,2025-07,Tuesday
TXN10926,2025-07-08,Amoxicillin 250mg,Antibiotics,1,3.06,Private Prescription,3.06,2025-07,Tuesday
TXN10109,2025-07-08,Ibuprofen 200mg,Pain Relief,3,1.57,OTC Sale,4.71,2025-07,Tuesday
TXN10815,2025-07-08,Omeprazole 20mg,Gastro,1,2.19,Private Prescription,2.19,2025-07,Tuesday
TXN10436,2025-07-09,Cetirizine 10mg,Allergy,1,1.31,Private Prescription,1.31,2025-07,Wednesday
TXN11086,2025-07-09,Loratadine 10mg,Allergy,1,1.27,Private Prescription,1.27,2025-07,Wednesday
TXN10770,2025-07-09,Paracetamol 500mg,Pain Relief,1,1.12,Private Prescription,1.12,2025-07,Wednesday
TXN10244,2025-07-10,Loratadine 10mg,Allergy,1,1.26,OTC Sale,1.26,2025-07,Thursday
TXN10461,2025-07-10,Metformin 500mg,Diabetes,4,1.93,OTC Sale,7.72,2025-07,Thursday
TXN10722,2025-07-10,Atorvastatin 20mg,Cardiovascular,1,2.84,Private Prescription,2.84,2025-07,Thursday
TXN10203,2025-07-10,Vitamin D 1000IU,Supplements,1,3.42,Private Prescription,3.42,2025-07,Thursday
TXN10219,2025-07-11,Ibuprofen 200mg,Pain Relief,1,1.44,OTC Sale,1.44,2025-07,Friday
TXN11107,2025-07-11,Paracetamol 500mg,Pain Relief,1,1.14,OTC Sale,1.14,2025-07,Friday
TXN10757,2025-07-11,Loratadine 10mg,Allergy,1,1.36,NHS Prescription,1.36,2025-07,Friday
TXN10145,2025-07-11,Salbutamol Inhaler,Respiratory,1,6.54,Private Prescription,6.54,2025-07,Friday
TXN10533,2025-07-11,Amoxicillin 250mg,Antibiotics,4,3.3,Private Prescription,13.2,2025-07,Friday
TXN10187,2025-07-12,Salbutamol Inhaler,Respiratory,1,6.92,NHS Prescription,6.92,2025-07,Saturday
TXN10732,2025-07-12,Atorvastatin 20mg,Cardiovascular,2,2.96,OTC Sale,5.92,2025-07,Saturday
TXN10416,2025-07-12,Vitamin D 1000IU,Supplements,1,3.33,Private Prescription,3.33,2025-07,Saturday
TXN10250,2025-07-12,Paracetamol 500mg,Pain Relief,1,1.05,NHS Prescription,1.05,2025-07,Saturday
TXN10886,2025-07-12,Omeprazole 20mg,Gastro,2,2.13,OTC Sale,4.26,2025-07,Saturday
TXN10223,2025-07-13,Atorvastatin 20mg,Cardiovascular,1,2.86,NHS Prescription,2.86,2025-07,Sunday
TXN10621,2025-07-13,Omeprazole 20mg,Gastro,2,2.16,OTC Sale,4.32,2025-07,Sunday
TXN10735,2025-07-13,Atorvastatin 20mg,Cardiovascular,4,2.74,NHS Prescription,10.96,2025-07,Sunday
TXN10749,2025-07-14,Omeprazole 20mg,Gastro,2,2.2,Private Prescription,4.4,2025-07,Monday
TXN10893,2025-07-15,Amoxicillin 250mg,Antibiotics,1,3.21,OTC Sale,3.21,2025-07,Tuesday
TXN10269,2025-07-15,Paracetamol 500mg,Pain Relief,1,1.09,OTC Sale,1.09,2025-07,Tuesday
TXN10934,2025-07-15,Amoxicillin 250mg,Antibiotics,1,3.05,OTC Sale,3.05,2025-07,Tuesday
TXN10281,2025-07-15,Atorvastatin 20mg,Cardiovascular,2,2.73,OTC Sale,5.46,2025-07,Tuesday
TXN10406,2025-07-15,Paracetamol 500mg,Pain Relief,1,1.2,NHS Prescription,1.2,2025-07,Tuesday
TXN10823,2025-07-15,Ibuprofen 200mg,Pain Relief,4,1.58,NHS Prescription,6.32,2025-07,Tuesday
TXN10915,2025-07-15,Paracetamol 500mg,Pain Relief,3,1.09,Private Prescription,3.27,2025-07,Tuesday
TXN11137,2025-07-15,Salbutamol Inhaler,Respiratory,1,6.21,Private Prescription,6.21,2025-07,Tuesday
TXN11017,2025-07-15,Salbutamol Inhaler,Respiratory,1,6.65,OTC Sale,6.65,2025-07,Tuesday
TXN10734,2025-07-16,Amoxicillin 250mg,Antibiotics,3,3.16,Private Prescription,9.48,2025-07,Wednesday
TXN10194,2025-07-16,Vitamin D 1000IU,Supplements,4,3.4,NHS Prescription,13.6,2025-07,Wednesday
TXN10266,2025-07-16,Metformin 500mg,Diabetes,4,2.02,OTC Sale,8.08,2025-07,Wednesday
TXN10588,2025-07-16,Loratadine 10mg,Allergy,1,1.25,OTC Sale,1.25,2025-07,Wednesday
TXN10477,2025-07-16,Metformin 500mg,Diabetes,2,2.06,Private Prescription,4.12,2025-07,Wednesday
TXN10409,2025-07-16,Paracetamol 500mg,Pain Relief,1,1.21,Private Prescription,1.21,2025-07,Wednesday
TXN10007,2025-07-17,Ibuprofen 200mg,Pain Relief,1,1.43,Private Prescription,1.43,2025-07,Thursday
TXN11006,2025-07-17,Vitamin D 1000IU,Supplements,1,3.59,Private Prescription,3.59,2025-07,Thursday
TXN10656,2025-07-17,Amoxicillin 250mg,Antibiotics,1,3.37,Private Prescription,3.37,2025-07,Thursday
TXN10495,2025-07-18,Amoxicillin 250mg,Antibiotics,1,3.35,Private Prescription,3.35,2025-07,Friday
TXN10965,2025-07-18,Metformin 500mg,Diabetes,2,1.88,OTC Sale,3.76,2025-07,Friday
TXN11174,2025-07-18,Loratadine 10mg,Allergy,2,1.4,Private Prescription,2.8,2025-07,Friday
TXN11050,2025-07-18,Atorvastatin 20mg,Cardiovascular,2,2.68,Private Prescription,5.36,2025-07,Friday
TXN10165,2025-07-19,Amoxicillin 250mg,Antibiotics,1,3.49,NHS Prescription,3.49,2025-07,Saturday
TXN10035,2025-07-19,Salbutamol Inhaler,Respiratory,3,7.03,Private Prescription,21.09,2025-07,Saturday
TXN11091,2025-07-19,Paracetamol 500mg,Pain Relief,3,1.07,OTC Sale,3.21,2025-07,Saturday
TXN10731,2025-07-19,Metformin 500mg,Diabetes,1,1.91,Private Prescription,1.91,2025-07,Saturday
TXN10994,2025-07-20,Loratadine 10mg,Allergy,2,1.38,NHS Prescription,2.76,2025-07,Sunday
TXN10710,2025-07-20,Salbutamol Inhaler,Respiratory,1,7.03,NHS Prescription,7.03,2025-07,Sunday
TXN10687,2025-07-20,Vitamin D 1000IU,Supplements,3,3.59,OTC Sale,10.77,2025-07,Sunday
TXN10729,2025-07-20,Cetirizine 10mg,Allergy,2,1.27,OTC Sale,2.54,2025-07,Sunday
TXN11138,2025-07-21,Metformin 500mg,Diabetes,1,1.91,Private Prescription,1.91,2025-07,Monday
TXN10694,2025-07-21,Cetirizine 10mg,Allergy,1,1.25,OTC Sale,1.25,2025-07,Monday
TXN10170,2025-07-21,Cetirizine 10mg,Allergy,1,1.3,NHS Prescription,1.3,2025-07,Monday
TXN10501,2025-07-22,Paracetamol 500mg,Pain Relief,1,1.12,Private Prescription,1.12,2025-07,Tuesday
TXN10210,2025-07-22,Loratadine 10mg,Allergy,1,1.39,NHS Prescription,1.39,2025-07,Tuesday
TXN10177,2025-07-22,Salbutamol Inhaler,Respiratory,2,6.61,NHS Prescription,13.22,2025-07,Tuesday
TXN11018,2025-07-22,Cetirizine 10mg,Allergy,1,1.36,NHS Prescription,1.36,2025-07,Tuesday
TXN10972,2025-07-23,Ibuprofen 200mg,Pain Relief,1,1.47,Private Prescription,1.47,2025-07,Wednesday
TXN10227,2025-07-23,Cetirizine 10mg,Allergy,1,1.2,Private Prescription,1.2,2025-07,Wednesday
TXN10832,2025-07-24,Amoxicillin 250mg,Antibiotics,1,3.41,OTC Sale,3.41,2025-07,Thursday
TXN10814,2025-07-24,Amoxicillin 250mg,Antibiotics,3,3.3,OTC Sale,9.9,2025-07,Thursday
TXN10011,2025-07-24,Cetirizine 10mg,Allergy,2,1.28,NHS Prescription,2.56,2025-07,Thursday
TXN10789,2025-07-24,Salbutamol Inhaler,Respiratory,1,6.46,Private Prescription,6.46,2025-07,Thursday
TXN10643,2025-07-25,Salbutamol Inhaler,Respiratory,1,6.33,Private Prescription,6.33,2025-07,Friday
TXN10630,2025-07-25,Amoxicillin 250mg,Antibiotics,1,3.13,Private Prescription,3.13,2025-07,Friday
TXN11134,2025-07-25,Metformin 500mg,Diabetes,1,2.02,OTC Sale,2.02,2025-07,Friday
TXN10148,2025-07-25,Paracetamol 500mg,Pain Relief,1,1.19,OTC Sale,1.19,2025-07,Friday
TXN10578,2025-07-25,Paracetamol 500mg,Pain Relief,1,1.12,OTC Sale,1.12,2025-07,Friday
TXN11049,2025-07-26,Metformin 500mg,Diabetes,1,1.94,Private Prescription,1.94,2025-07,Saturday
TXN11021,2025-07-26,Atorvastatin 20mg,Cardiovascular,2,2.92,OTC Sale,5.84,2025-07,Saturday
TXN11155,2025-07-26,Atorvastatin 20mg,Cardiovascular,2,2.73,Private Prescription,5.46,2025-07,Saturday
TXN11096,2025-07-27,Amoxicillin 250mg,Antibiotics,1,3.46,Private Prescription,3.46,2025-07,Sunday
TXN10876,2025-07-27,Vitamin D 1000IU,Supplements,4,3.46,Private Prescription,13.84,2025-07,Sunday
TXN10871,2025-07-28,Amoxicillin 250mg,Antibiotics,1,3.39,Private Prescription,3.39,2025-07,Monday
TXN11090,2025-07-28,Cetirizine 10mg,Allergy,1,1.27,Private Prescription,1.27,2025-07,Monday
TXN10135,2025-07-28,Amoxicillin 250mg,Antibiotics,3,3.27,OTC Sale,9.81,2025-07,Monday
TXN10572,2025-07-29,Loratadine 10mg,Allergy,1,1.24,Private Prescription,1.24,2025-07,Tuesday
TXN10917,2025-07-29,Cetirizine 10mg,Allergy,1,1.24,Private Prescription,1.24,2025-07,Tuesday
TXN10300,2025-07-29,Loratadine 10mg,Allergy,1,1.35,Private Prescription,1.35,2025-07,Tuesday
TXN10099,2025-07-30,Paracetamol 500mg,Pain Relief,2,1.12,NHS Prescription,2.24,2025-07,Wednesday
TXN10130,2025-07-30,Omeprazole 20mg,Gastro,2,2.27,Private Prescription,4.54,2025-07,Wednesday
TXN10681,2025-07-31,Atorvastatin 20mg,Cardiovascular,1,2.84,OTC Sale,2.84,2025-07,Thursday
TXN10684,2025-07-31,Atorvastatin 20mg,Cardiovascular,2,2.66,Private Prescription,5.32,2025-07,Thursday
TXN10245,2025-07-31,Cetirizine 10mg,Allergy,3,1.37,NHS Prescription,4.11,2025-07,Thursday
TXN10897,2025-08-01,Atorvastatin 20mg,Cardiovascular,1,2.83,Private Prescription,2.83,2025-08,Friday
TXN10062,2025-08-01,Atorvastatin 20mg,Cardiovascular,1,2.72,OTC Sale,2.72,2025-08,Friday
TXN10685,2025-08-01,Paracetamol 500mg,Pain Relief,1,1.11,Private Prescription,1.11,2025-08,Friday
TXN10392,2025-08-02,Loratadine 10mg,Allergy,1,1.26,NHS Prescription,1.26,2025-08,Saturday
TXN10271,2025-08-02,Salbutamol Inhaler,Respiratory,1,6.19,OTC Sale,6.19,2025-08,Saturday
TXN10128,2025-08-02,Ibuprofen 200mg,Pain Relief,1,1.57,OTC Sale,1.57,2025-08,Saturday
TXN10970,2025-08-02,Loratadine 10mg,Allergy,1,1.39,NHS Prescription,1.39,2025-08,Saturday
TXN10948,2025-08-03,Salbutamol Inhaler,Respiratory,3,6.55,NHS Prescription,19.65,2025-08,Sunday
TXN10001,2025-08-03,Metformin 500mg,Diabetes,1,2.05,NHS Prescription,2.05,2025-08,Sunday
TXN10763,2025-08-03,Ibuprofen 200mg,Pain Relief,2,1.48,OTC Sale,2.96,2025-08,Sunday
TXN10256,2025-08-04,Atorvastatin 20mg,Cardiovascular,3,2.72,OTC Sale,8.16,2025-08,Monday
TXN10999,2025-08-04,Cetirizine 10mg,Allergy,2,1.29,NHS Prescription,2.58,2025-08,Monday
TXN10957,2025-08-05,Salbutamol Inhaler,Respiratory,1,6.46,OTC Sale,6.46,2025-08,Tuesday
TXN10752,2025-08-05,Ibuprofen 200mg,Pain Relief,1,1.39,OTC Sale,1.39,2025-08,Tuesday
TXN11066,2025-08-06,Metformin 500mg,Diabetes,1,2.06,OTC Sale,2.06,2025-08,Wednesday
TXN10568,2025-08-06,Omeprazole 20mg,Gastro,2,2.16,NHS Prescription,4.32,2025-08,Wednesday
TXN10818,2025-08-06,Cetirizine 10mg,Allergy,2,1.34,NHS Prescription,2.68,2025-08,Wednesday
TXN10096,2025-08-06,Loratadine 10mg,Allergy,2,1.35,OTC Sale,2.7,2025-08,Wednesday
TXN10606,2025-08-06,Loratadine 10mg,Allergy,4,1.43,Private Prescription,5.72,2025-08,Wednesday
TXN10033,2025-08-07,Metformin 500mg,Diabetes,1,2.05,Private Prescription,2.05,2025-08,Thursday
TXN10637,2025-08-07,Metformin 500mg,Diabetes,1,1.91,OTC Sale,1.91,2025-08,Thursday
TXN10695,2025-08-08,Salbutamol Inhaler,Respiratory,1,6.79,OTC Sale,6.79,2025-08,Friday
TXN10634,2025-08-08,Loratadine 10mg,Allergy,2,1.29,Private Prescription,2.58,2025-08,Friday
TXN10191,2025-08-08,Omeprazole 20mg,Gastro,1,2.06,Private Prescription,2.06,2025-08,Friday
TXN10456,2025-08-08,Cetirizine 10mg,Allergy,3,1.34,OTC Sale,4.02,2025-08,Friday
TXN10742,2025-08-09,Loratadine 10mg,Allergy,1,1.42,OTC Sale,1.42,2025-08,Saturday
TXN10021,2025-08-09,Metformin 500mg,Diabetes,3,1.83,Private Prescription,5.49,2025-08,Saturday
TXN10898,2025-08-09,Cetirizine 10mg,Allergy,1,1.23,OTC Sale,1.23,2025-08,Saturday
TXN10674,2025-08-10,Salbutamol Inhaler,Respiratory,1,6.51,Private Prescription,6.51,2025-08,Sunday
TXN10542,2025-08-10,Loratadine 10mg,Allergy,1,1.33,NHS Prescription,1.33,2025-08,Sunday
TXN10950,2025-08-10,Atorvastatin 20mg,Cardiovascular,3,3.07,Private Prescription,9.21,2025-08,Sunday
TXN10709,2025-08-10,Metformin 500mg,Diabetes,2,2.08,OTC Sale,4.16,2025-08,Sunday
TXN10603,2025-08-12,Metformin 500mg,Diabetes,1,1.83,Private Prescription,1.83,2025-08,Tuesday
TXN10184,2025-08-13,Ibuprofen 200mg,Pain Relief,2,1.55,NHS Prescription,3.1,2025-08,Wednesday
TXN11065,2025-08-13,Omeprazole 20mg,Gastro,1,2.15,OTC Sale,2.15,2025-08,Wednesday
TXN10100,2025-08-14,Vitamin D 1000IU,Supplements,2,3.59,Private Prescription,7.18,2025-08,Thursday
TXN11157,2025-08-14,Amoxicillin 250mg,Antibiotics,2,3.26,NHS Prescription,6.52,2025-08,Thursday
TXN10755,2025-08-14,Metformin 500mg,Diabetes,1,1.87,OTC Sale,1.87,2025-08,Thursday
TXN10754,2025-08-14,Ibuprofen 200mg,Pain Relief,1,1.43,NHS Prescription,1.43,2025-08,Thursday
TXN10438,2025-08-15,Vitamin D 1000IU,Supplements,2,3.8,Private Prescription,7.6,2025-08,Friday
TXN10850,2025-08-15,Ibuprofen 200mg,Pain Relief,2,1.42,Private Prescription,2.84,2025-08,Friday
TXN10943,2025-08-15,Paracetamol 500mg,Pain Relief,1,1.21,Private Prescription,1.21,2025-08,Friday
TXN10847,2025-08-15,Ibuprofen 200mg,Pain Relief,1,1.51,OTC Sale,1.51,2025-08,Friday
TXN10730,2025-08-16,Vitamin D 1000IU,Supplements,3,3.4,Private Prescription,10.2,2025-08,Saturday
TXN10319,2025-08-16,Cetirizine 10mg,Allergy,2,1.27,NHS Prescription,2.54,2025-08,Saturday
TXN10434,2025-08-16,Metformin 500mg,Diabetes,1,2.03,Private Prescription,2.03,2025-08,Saturday
TXN10366,2025-08-17,Cetirizine 10mg,Allergy,2,1.21,NHS Prescription,2.42,2025-08,Sunday
TXN10346,2025-08-17,Salbutamol Inhaler,Respiratory,1,6.6,NHS Prescription,6.6,2025-08,Sunday
